InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SourceYear,IsCancelled,Year,Month,YearMonth,DayOfWeek,Hour,Revenue
526222,22332,SKULLS PARTY BAG + STICKER SET,48,2010-10-10 14:56:00,1.45,12676.0,Sweden,2009-2010,False,2010,10,2010-10,Sunday,14,69.6
557217,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-06-17 12:30:00,0.42,17426.0,United Kingdom,2010-2011,False,2011,6,2011-06,Friday,12,10.08
543802,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-02-13 12:03:00,4.95,13742.0,United Kingdom,2010-2011,False,2011,2,2011-02,Sunday,12,4.95
564052,22384,LUNCH BAG PINK POLKADOT,1,2011-08-22 13:40:00,1.65,15033.0,United Kingdom,2010-2011,False,2011,8,2011-08,Monday,13,1.65
555722,22083,PAPER CHAIN KIT RETROSPOT,1,2011-06-06 16:06:00,3.29,,United Kingdom,2010-2011,False,2011,6,2011-06,Monday,16,3.29
552730,21385,IVORY HANGING DECORATION  HEART,24,2011-05-11 10:42:00,0.85,16837.0,United Kingdom,2010-2011,False,2011,5,2011-05,Wednesday,10,20.4
494147,22265,EASTER DECORATION NATURAL CHICK,6,2010-01-11 14:39:00,1.28,,United Kingdom,2009-2010,False,2010,1,2010-01,Monday,14,7.68
541987,22727,ALARM CLOCK BAKELIKE RED ,1,2011-01-24 16:05:00,3.75,14130.0,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,16,3.75
580637,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-12-05 12:40:00,1.65,15033.0,United Kingdom,2010-2011,False,2011,12,2011-12,Monday,12,1.65
511065,84527,FLAMES SUNGLASSES PINK LENSES,3,2010-06-06 12:52:00,1.95,17954.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,12,5.85
551960,21175,GIN + TONIC DIET METAL SIGN,12,2011-05-05 12:38:00,2.55,18239.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,12,30.599999999999998
528613,21790,VINTAGE SNAP CARDS,3,2010-10-22 15:57:00,1.66,,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,15,4.9799999999999995
543187,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-04 11:43:00,1.25,14778.0,United Kingdom,2010-2011,False,2011,2,2011-02,Friday,11,15.0
510004,22374,AIRLINE BAG VINTAGE JET SET RED,2,2010-05-26 15:11:00,6.35,13089.0,United Kingdom,2009-2010,False,2010,5,2010-05,Wednesday,15,12.7
519243,20685,DOORMAT RED SPOT,10,2010-08-15 14:13:00,6.35,12805.0,Netherlands,2009-2010,False,2010,8,2010-08,Sunday,14,63.5
568301,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-26 12:45:00,1.65,16383.0,United Kingdom,2010-2011,False,2011,9,2011-09,Monday,12,3.3
525442,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-10-05 13:47:00,1.95,14825.0,United Kingdom,2009-2010,False,2010,10,2010-10,Tuesday,13,23.4
504337,22482,BLUE TEA TOWEL CLASSIC DESIGN,96,2010-04-12 16:41:00,1.06,16705.0,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,16,101.76
539451,22489,PACK OF 12 TRADITIONAL CRAYONS,9,2010-12-17 16:59:00,0.85,,United Kingdom,2010-2011,False,2010,12,2010-12,Friday,16,7.6499999999999995
494239,21531,RETRO SPOT SUGAR JAM BOWL,1,2010-01-12 15:48:00,2.55,14081.0,United Kingdom,2009-2010,False,2010,1,2010-01,Tuesday,15,2.55
512696,90039B,FIRE POLISHED GLASS BRACELET MONTAN,6,2010-06-17 11:57:00,3.75,14911.0,EIRE,2009-2010,False,2010,6,2010-06,Thursday,11,22.5
525961,16047,POP ART PEN CASE & PENS,2,2010-10-07 19:57:00,0.85,,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,19,1.7
494394,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-01-14 10:25:00,0.85,15312.0,United Kingdom,2009-2010,False,2010,1,2010-01,Thursday,10,10.2
502258,47591A,CAROUSEL DES CHILD'S APRON,1,2010-03-23 15:10:00,1.65,14166.0,United Kingdom,2009-2010,False,2010,3,2010-03,Tuesday,15,1.65
509533,84978,HANGING HEART JAR T-LIGHT HOLDER,1,2010-05-24 12:01:00,2.51,,United Kingdom,2009-2010,False,2010,5,2010-05,Monday,12,2.51
497271,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-02-08 13:43:00,2.95,,United Arab Emirates,2009-2010,False,2010,2,2010-02,Monday,13,17.700000000000003
563908,23245,SET OF 3 REGENCY CAKE TINS,8,2011-08-21 12:21:00,4.95,18109.0,United Kingdom,2010-2011,False,2011,8,2011-08,Sunday,12,39.6
501005,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,2010-03-11 14:23:00,2.55,17448.0,United Kingdom,2009-2010,False,2010,3,2010-03,Thursday,14,15.299999999999999
511087,22607,WOODEN ROUNDERS GARDEN SET ,2,2010-06-06 15:01:00,8.5,17682.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,15,17.0
565218,22492,MINI PAINT SET VINTAGE ,36,2011-09-01 17:45:00,0.65,12739.0,United Arab Emirates,2010-2011,False,2011,9,2011-09,Thursday,17,23.400000000000002
565928,22961,JAM MAKING SET PRINTED,12,2011-09-08 10:09:00,1.45,,EIRE,2010-2011,False,2011,9,2011-09,Thursday,10,17.4
506812,16259,PIECE OF CAMO STATIONERY SET,108,2010-05-04 12:30:00,0.21,14988.0,United Kingdom,2009-2010,False,2010,5,2010-05,Tuesday,12,22.68
530800,22195,LARGE HEART MEASURING SPOONS,2,2010-11-04 12:34:00,1.65,16515.0,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,12,3.3
500336,84676,BATH DUCK WATERING CAN,2,2010-03-07 13:48:00,2.95,17589.0,United Kingdom,2009-2010,False,2010,3,2010-03,Sunday,13,5.9
495090,20979,36 PENCILS TUBE RED SPOTTY,16,2010-01-21 10:49:00,1.25,14431.0,United Kingdom,2009-2010,False,2010,1,2010-01,Thursday,10,20.0
529504,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2010-10-28 14:19:00,14.43,,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,14,14.43
536544,21365,MIRRORED WALL ART STARS,1,2010-12-01 14:32:00,5.91,,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,14,5.91
579472,22494,EMERGENCY FIRST AID TIN ,1,2011-11-29 15:09:00,1.25,13521.0,United Kingdom,2010-2011,False,2011,11,2011-11,Tuesday,15,1.25
508052,22308,TEA COSY BLUE STRIPE,4,2010-05-12 13:08:00,2.55,14685.0,United Kingdom,2009-2010,False,2010,5,2010-05,Wednesday,13,10.2
551995,DOT,DOTCOM POSTAGE,1,2011-05-05 15:42:00,55.64,,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,15,55.64
559887,22383,LUNCH BAG SUKI DESIGN ,1,2011-07-13 11:44:00,1.65,13263.0,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,11,1.65
502913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-03-29 13:10:00,2.95,13975.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,13,5.9
550359,84912A,PINK ROSE WASHBAG,1,2011-04-18 10:41:00,3.75,17841.0,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,10,3.75
519193,85099C,JUMBO  BAG BAROQUE BLACK WHITE,8,2010-08-13 17:00:00,4.21,,United Kingdom,2009-2010,False,2010,8,2010-08,Friday,17,33.68
507116,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2010-05-06 11:30:00,16.98,,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,11,33.96
561089,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-07-25 09:50:00,2.95,17579.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,9,17.700000000000003
560726,21172,PARTY METAL SIGN ,1,2011-07-20 14:16:00,1.45,17962.0,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,14,1.45
542624,84559a,3D SHEET OF DOG STICKERS,1,2011-01-31 09:48:00,1.66,,United Kingdom,2010-2011,False,2011,1,2011-01,Monday,9,1.66
560225,22605,WOODEN CROQUET GARDEN SET,3,2011-07-15 16:27:00,24.96,,United Kingdom,2010-2011,False,2011,7,2011-07,Friday,16,74.88
545872,22085,PAPER CHAIN KIT SKULLS ,1,2011-03-07 14:51:00,2.95,15752.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,14,2.95
494166,84971S,SMALL HEART FLOWERS HOOK ,1,2010-01-12 09:47:00,1.66,,United Kingdom,2009-2010,False,2010,1,2010-01,Tuesday,9,1.66
565779,21982,PACK OF 12 SUKI TISSUES ,24,2011-09-06 15:14:00,0.39,15804.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,15,9.36
505684,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2010-04-23 16:16:00,3.36,,United Kingdom,2009-2010,False,2010,4,2010-04,Friday,16,6.72
570910,22496,SET OF 2 ROUND TINS DUTCH CHEESE,6,2011-10-13 10:55:00,2.95,15489.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,10,17.700000000000003
527053,20616,CHERRY BLOSSOM PASSPORT COVER,1,2010-10-14 13:05:00,2.1,14343.0,United Kingdom,2009-2010,False,2010,10,2010-10,Thursday,13,2.1
539317,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4,2010-12-16 19:04:00,0.42,17392.0,United Kingdom,2010-2011,False,2010,12,2010-12,Thursday,19,1.68
547195,20728,LUNCH BAG CARS BLUE,10,2011-03-21 12:42:00,1.65,17204.0,United Kingdom,2010-2011,False,2011,3,2011-03,Monday,12,16.5
559337,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2,2011-07-07 16:27:00,3.29,,United Kingdom,2010-2011,False,2011,7,2011-07,Thursday,16,6.58
509035,22515,CHILDS GARDEN SPADE PINK,6,2010-05-20 09:27:00,2.1,18172.0,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,9,12.600000000000001
517096,84971S,SMALL HEART FLOWERS HOOK ,24,2010-07-26 15:06:00,0.85,17612.0,United Kingdom,2009-2010,False,2010,7,2010-07,Monday,15,20.4
557937,22154,ANGEL DECORATION 3 BUTTONS ,3,2011-06-23 15:30:00,0.83,,United Kingdom,2010-2011,False,2011,6,2011-06,Thursday,15,2.4899999999999998
559918,21155,RED RETROSPOT PEG BAG,6,2011-07-13 15:29:00,2.55,18225.0,United Kingdom,2010-2011,False,2011,7,2011-07,Wednesday,15,15.299999999999999
551885,23230,WRAP ALPHABET DESIGN,25,2011-05-05 09:18:00,0.42,16700.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,9,10.5
514350,21533,RETRO SPOT LARGE MILK JUG,3,2010-07-01 15:48:00,4.95,13317.0,United Kingdom,2009-2010,False,2010,7,2010-07,Thursday,15,14.850000000000001
542303,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 11:05:00,14.95,12539.0,Spain,2010-2011,False,2011,1,2011-01,Thursday,11,14.95
571508,84006,MAGIC TREE -PAPER FLOWERS,3,2011-10-17 15:27:00,1.63,,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,15,4.89
522027,20975,12 PENCILS SMALL TUBE RED SPOTTY,24,2010-09-10 12:01:00,0.65,14625.0,United Kingdom,2009-2010,False,2010,9,2010-09,Friday,12,15.600000000000001
530070,22332,SKULLS PARTY BAG + STICKER SET,3,2010-11-01 11:59:00,1.65,16876.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,11,4.949999999999999
497841,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-02-12 15:38:00,6.35,,United Kingdom,2009-2010,False,2010,2,2010-02,Friday,15,6.35
578331,85136C,RED SHARK HELICOPTER,2,2011-11-24 08:44:00,7.95,14911.0,EIRE,2010-2011,False,2011,11,2011-11,Thursday,8,15.9
519931,21217,RED SPOTTY ROUND CAKE TINS,1,2010-08-22 15:57:00,9.95,15547.0,United Kingdom,2009-2010,False,2010,8,2010-08,Sunday,15,9.95
537772,22629,SPACEBOY LUNCH BOX ,2,2010-12-08 12:35:00,1.95,18043.0,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,12,3.9
570252,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-10-10 09:14:00,1.25,14665.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,9,15.0
490680,20729,RED SPOTTY CANDY BAG,10,2009-12-07 13:32:00,1.25,17441.0,United Kingdom,2009-2010,False,2009,12,2009-12,Monday,13,12.5
515439,84597C,RETRO PINK BALL ASHTRAY ,1,2010-07-12 14:52:00,2.51,,United Kingdom,2009-2010,False,2010,7,2010-07,Monday,14,2.51
577633,21533,RETROSPOT LARGE MILK JUG,3,2011-11-21 10:35:00,4.95,14194.0,United Kingdom,2010-2011,False,2011,11,2011-11,Monday,10,14.850000000000001
510984,22379,RECYCLING BAG RETROSPOT ,5,2010-06-04 12:32:00,2.1,13995.0,United Kingdom,2009-2010,False,2010,6,2010-06,Friday,12,10.5
562416,22627,MINT KITCHEN SCALES,2,2011-08-04 16:31:00,8.5,13969.0,United Kingdom,2010-2011,False,2011,8,2011-08,Thursday,16,17.0
574481,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-04 12:45:00,1.65,18022.0,United Kingdom,2010-2011,False,2011,11,2011-11,Friday,12,3.3
550819,22265,EASTER DECORATION NATURAL CHICK,4,2011-04-20 17:37:00,0.65,17530.0,United Kingdom,2010-2011,False,2011,4,2011-04,Wednesday,17,2.6
558873,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,2011-07-04 13:28:00,1.45,15290.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,13,34.8
496900,22128,PARTY CONES CANDY ASSORTED,12,2010-02-04 14:19:00,1.25,17138.0,United Kingdom,2009-2010,False,2010,2,2010-02,Thursday,14,15.0
521488,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,2010-09-06 13:42:00,8.47,,United Kingdom,2009-2010,False,2010,9,2010-09,Monday,13,8.47
549825,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2011-04-12 12:47:00,2.95,12463.0,Belgium,2010-2011,False,2011,4,2011-04,Tuesday,12,17.700000000000003
570886,21354,TOAST ITS - BEST MUM,36,2011-10-13 10:23:00,1.05,13777.0,United Kingdom,2010-2011,False,2011,10,2011-10,Thursday,10,37.800000000000004
548894,22291,HANGING CHICK CREAM DECORATION,3,2011-04-04 16:01:00,2.92,,United Kingdom,2010-2011,False,2011,4,2011-04,Monday,16,8.76
573551,22959,WRAP CHRISTMAS VILLAGE,25,2011-10-31 13:35:00,0.42,15044.0,United Kingdom,2010-2011,False,2011,10,2011-10,Monday,13,10.5
499676,20726,LUNCH BAG WOODLAND,4,2010-03-01 16:29:00,1.65,17116.0,United Kingdom,2009-2010,False,2010,3,2010-03,Monday,16,6.6
567236,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,10,2011-09-19 11:33:00,0.82,14735.0,United Kingdom,2010-2011,False,2011,9,2011-09,Monday,11,8.2
529832,21399,BLUE POLKADOT COFFEE MUG,6,2010-10-31 12:22:00,2.1,14848.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,12,12.600000000000001
539466,21880,RED RETROSPOT TAPE,24,2010-12-19 12:46:00,0.19,12668.0,Germany,2010-2011,False,2010,12,2010-12,Sunday,12,4.5600000000000005
543399,22423,REGENCY CAKESTAND 3 TIER,1,2011-02-08 11:07:00,24.96,,United Kingdom,2010-2011,False,2011,2,2011-02,Tuesday,11,24.96
544176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-16 14:18:00,2.95,18219.0,United Kingdom,2010-2011,False,2011,2,2011-02,Wednesday,14,17.700000000000003
533990,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2010-11-19 13:58:00,4.95,14209.0,United Kingdom,2009-2010,False,2010,11,2010-11,Friday,13,14.850000000000001
494989,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2010-01-20 11:49:00,3.75,14556.0,United Kingdom,2009-2010,False,2010,1,2010-01,Wednesday,11,3.75
523357,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2010-09-21 17:21:00,4.95,17850.0,United Kingdom,2009-2010,False,2010,9,2010-09,Tuesday,17,29.700000000000003
534319,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2010-11-22 11:37:00,5.06,,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,11,5.06
575366,23008,DOLLY GIRL BABY GIFT SET,1,2011-11-09 15:02:00,16.95,14621.0,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,15,16.95
578347,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1,2011-11-24 09:26:00,10.79,,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,9,10.79
512177,22445,PENCIL CASE LIFE IS BEAUTIFUL,12,2010-06-14 12:01:00,2.95,15150.0,United Kingdom,2009-2010,False,2010,6,2010-06,Monday,12,35.400000000000006
562611,22991,GIRAFFE WOODEN RULER,12,2011-08-08 11:58:00,1.95,17716.0,United Kingdom,2010-2011,False,2011,8,2011-08,Monday,11,23.4
533423,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-11-17 11:19:00,1.65,16386.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,11,3.3
577039,22960,JAM MAKING SET WITH JARS,6,2011-11-17 13:30:00,4.25,12539.0,Spain,2010-2011,False,2011,11,2011-11,Thursday,13,25.5
554441,22274,FELTCRAFT DOLL EMILY,6,2011-05-24 12:22:00,2.95,13213.0,United Kingdom,2010-2011,False,2011,5,2011-05,Tuesday,12,17.700000000000003
581439,23228,FILIGREE HEART BIRD WHITE ,2,2011-12-08 16:30:00,2.46,,United Kingdom,2010-2011,False,2011,12,2011-12,Thursday,16,4.92
567654,22961,JAM MAKING SET PRINTED,12,2011-09-21 14:38:00,1.45,16627.0,United Kingdom,2010-2011,False,2011,9,2011-09,Wednesday,14,17.4
536859,22584,PACK OF 6 PANNETONE GIFT BOXES,3,2010-12-03 10:43:00,2.55,12841.0,United Kingdom,2009-2010,False,2010,12,2010-12,Friday,10,7.6499999999999995
505510,22211,WOOD STAMP SET FLOWERS,2,2010-04-22 14:33:00,3.36,,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,14,6.72
503810,47590A,BLUE HAPPY BIRTHDAY BUNTING,100,2010-04-07 14:16:00,4.19,12643.0,France,2009-2010,False,2010,4,2010-04,Wednesday,14,419.00000000000006
526462,22034,ROBIN CHRISTMAS CARD,36,2010-10-11 16:14:00,0.42,15024.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,16,15.12
538079,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-09 14:27:00,2.95,17671.0,United Kingdom,2009-2010,False,2010,12,2010-12,Thursday,14,35.400000000000006
547444,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-03-23 10:55:00,3.75,12811.0,Portugal,2010-2011,False,2011,3,2011-03,Wednesday,10,15.0
530085,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,1,2010-11-01 13:26:00,2.55,17315.0,United Kingdom,2009-2010,False,2010,11,2010-11,Monday,13,2.55
502653,22271,FELTCRAFT DOLL ROSIE,6,2010-03-25 16:58:00,2.95,17160.0,United Kingdom,2009-2010,False,2010,3,2010-03,Thursday,16,17.700000000000003
529604,82600,NO SINGING METAL SIGN,12,2010-10-29 10:17:00,2.1,15078.0,United Kingdom,2009-2010,False,2010,10,2010-10,Friday,10,25.200000000000003
558120,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-06-27 09:12:00,5.79,,United Kingdom,2010-2011,False,2011,6,2011-06,Monday,9,11.58
574723,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-06 14:45:00,1.65,15150.0,United Kingdom,2010-2011,False,2011,11,2011-11,Sunday,14,19.799999999999997
514387,85015,SET OF 12  VINTAGE POSTCARD SET,6,2010-07-02 11:44:00,2.55,12633.0,Germany,2009-2010,False,2010,7,2010-07,Friday,11,15.299999999999999
514097,21155,RED SPOTTY PEG BAG,1,2010-06-30 12:27:00,4.21,,United Kingdom,2009-2010,False,2010,6,2010-06,Wednesday,12,4.21
520178,85178,VICTORIAN SEWING KIT,12,2010-08-24 13:46:00,1.25,15625.0,United Kingdom,2009-2010,False,2010,8,2010-08,Tuesday,13,15.0
558906,20982,12 PENCILS TALL TUBE SKULLS,1,2011-07-04 16:35:00,0.85,15555.0,United Kingdom,2010-2011,False,2011,7,2011-07,Monday,16,0.85
539738,22469,HEART OF WICKER SMALL,4,2010-12-21 15:19:00,4.21,,United Kingdom,2010-2011,False,2010,12,2010-12,Tuesday,15,16.84
492300,35004B,SET OF 3 BLACK FLYING DUCKS,3,2009-12-16 11:55:00,5.45,12747.0,United Kingdom,2009-2010,False,2009,12,2009-12,Wednesday,11,16.35
581165,21439,BASKET OF TOADSTOOLS,12,2011-12-07 14:39:00,1.25,15701.0,United Kingdom,2010-2011,False,2011,12,2011-12,Wednesday,14,15.0
532139,21802,CHRISTMAS TREE HEART DECORATION,21,2010-11-11 11:18:00,0.43,,United Kingdom,2009-2010,False,2010,11,2010-11,Thursday,11,9.03
522327,90054,CRACKED GLAZE EARRINGS RED,1,2010-09-13 16:15:00,2.55,18069.0,United Kingdom,2009-2010,False,2010,9,2010-09,Monday,16,2.55
540835,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-01-11 15:00:00,0.85,12724.0,France,2010-2011,False,2011,1,2011-01,Tuesday,15,8.5
525220,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-10-04 12:50:00,1.25,15392.0,United Kingdom,2009-2010,False,2010,10,2010-10,Monday,12,15.0
518225,22548,HEADS AND TAILS SPORTING FUN,2,2010-08-05 14:35:00,1.25,,EIRE,2009-2010,False,2010,8,2010-08,Thursday,14,2.5
544295,22197,SMALL POPCORN HOLDER,36,2011-02-17 12:43:00,0.72,14298.0,United Kingdom,2010-2011,False,2011,2,2011-02,Thursday,12,25.919999999999998
552886,85132A,CHARLIE + LOLA BISCUITS TINS,12,2011-05-12 10:18:00,1.95,16244.0,United Kingdom,2010-2011,False,2011,5,2011-05,Thursday,10,23.4
504244,21175,GIN + TONIC DIET METAL SIGN,48,2010-04-12 13:22:00,1.85,13225.0,United Kingdom,2009-2010,False,2010,4,2010-04,Monday,13,88.80000000000001
549193,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-04-07 10:24:00,4.95,12580.0,Germany,2010-2011,False,2011,4,2011-04,Thursday,10,19.8
570227,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-09 13:21:00,4.95,13260.0,United Kingdom,2010-2011,False,2011,10,2011-10,Sunday,13,19.8
518959,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2010-08-12 15:32:00,1.25,13078.0,United Kingdom,2009-2010,False,2010,8,2010-08,Thursday,15,10.0
568141,48173C,DOORMAT BLACK FLOCK ,1,2011-09-25 11:21:00,8.25,16326.0,United Kingdom,2010-2011,False,2011,9,2011-09,Sunday,11,8.25
506162,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-04-28 09:15:00,2.95,13081.0,United Kingdom,2009-2010,False,2010,4,2010-04,Wednesday,9,17.700000000000003
564355,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,2011-08-24 15:12:00,8.5,13507.0,United Kingdom,2010-2011,False,2011,8,2011-08,Wednesday,15,34.0
576917,23130,MISTLETOE HEART WREATH GREEN,6,2011-11-17 10:40:00,4.15,17613.0,United Kingdom,2010-2011,False,2011,11,2011-11,Thursday,10,24.900000000000002
539736,84884a,ANT WHITE WIRE HEART SPIRAL,3,2010-12-21 15:18:00,8.47,,United Kingdom,2010-2011,False,2010,12,2010-12,Tuesday,15,25.410000000000004
505209,22027,TEA PARTY BIRTHDAY CARD,12,2010-04-20 17:25:00,0.42,14081.0,United Kingdom,2009-2010,False,2010,4,2010-04,Tuesday,17,5.04
527964,79321,CHILLI LIGHTS,8,2010-10-20 09:45:00,4.95,14790.0,United Kingdom,2009-2010,False,2010,10,2010-10,Wednesday,9,39.6
568547,22902,TOTE BAG I LOVE LONDON,6,2011-09-27 14:37:00,2.1,15568.0,United Kingdom,2010-2011,False,2011,9,2011-09,Tuesday,14,12.600000000000001
528625,85230A,OPIUM SCENTED VOTIVE CANDLE,24,2010-10-24 10:56:00,0.29,17843.0,United Kingdom,2009-2010,False,2010,10,2010-10,Sunday,10,6.959999999999999
512174,21789,KIDS RAIN MAC PINK,24,2010-06-14 11:56:00,0.85,16625.0,United Kingdom,2009-2010,False,2010,6,2010-06,Monday,11,20.4
494640,72122,COFFEE SCENT PILLAR CANDLE,1,2010-01-17 11:31:00,0.95,17801.0,United Kingdom,2009-2010,False,2010,1,2010-01,Sunday,11,0.95
562936,21901,"KEY FOB , BACK DOOR ",1,2011-08-10 17:12:00,0.65,,United Kingdom,2010-2011,False,2011,8,2011-08,Wednesday,17,0.65
531842,21931,JUMBO STORAGE BAG SUKI,20,2010-11-10 09:19:00,1.95,17082.0,United Kingdom,2009-2010,False,2010,11,2010-11,Wednesday,9,39.0
506397,22384,LUNCH BAG PINK RETROSPOT,10,2010-04-29 13:29:00,1.65,14732.0,United Kingdom,2009-2010,False,2010,4,2010-04,Thursday,13,16.5
562844,22625,RED KITCHEN SCALES,6,2011-08-10 08:41:00,8.5,12444.0,Norway,2010-2011,False,2011,8,2011-08,Wednesday,8,51.0
524691,20750,RED RETROSPOT MINI CASES,2,2010-09-30 11:51:00,7.95,18178.0,United Kingdom,2009-2010,False,2010,9,2010-09,Thursday,11,15.9
556484,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2011-06-12 13:17:00,1.25,16938.0,United Kingdom,2010-2011,False,2011,6,2011-06,Sunday,13,7.5
564136,84976,RECTANGULAR SHAPED MIRROR,12,2011-08-23 11:16:00,0.79,14404.0,United Kingdom,2010-2011,False,2011,8,2011-08,Tuesday,11,9.48
536592,22973,CHILDREN'S CIRCUS PARADE MUG,1,2010-12-01 17:06:00,3.36,,United Kingdom,2009-2010,False,2010,12,2010-12,Wednesday,17,3.36
507667,22534,MAGIC DRAWING SLATE SPACEBOY ,5,2010-05-10 17:21:00,0.42,12867.0,United Kingdom,2009-2010,False,2010,5,2010-05,Monday,17,2.1
537130,21174,POTTERING IN THE SHED METAL SIGN,1,2010-12-05 12:23:00,1.95,17796.0,United Kingdom,2009-2010,False,2010,12,2010-12,Sunday,12,1.95
576837,90201D,GREEN ENAMEL FLOWER RING,1,2011-11-16 15:16:00,2.9,,United Kingdom,2010-2011,False,2011,11,2011-11,Wednesday,15,2.9
510161,22274,FELTCRAFT DOLL EMILY,2,2010-05-27 13:47:00,2.95,14692.0,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,13,5.9
548714,22294,HEART FILIGREE DOVE  SMALL,2,2011-04-03 15:07:00,1.25,17337.0,United Kingdom,2010-2011,False,2011,4,2011-04,Sunday,15,2.5
509050,15044B,BLUE PAPER PARASOL ,3,2010-05-20 10:56:00,2.95,13448.0,United Kingdom,2009-2010,False,2010,5,2010-05,Thursday,10,8.850000000000001
511035,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,4,2010-06-06 10:57:00,0.85,16242.0,United Kingdom,2009-2010,False,2010,6,2010-06,Sunday,10,3.4
